group,variable,value
Fulton,5-Nov,20
Fulton,6-Nov,33
Fulton,7-Nov,30
Fulton,8-Nov,30
Fulton,9-Nov,38
Fulton,10-Nov,32
Fulton,11-Nov,42
Fulton,12-Nov,29
Fulton,13-Nov,38
Fulton,14-Nov,20
Fulton,15-Nov,24
Fulton,16-Nov,39
Fulton,17-Nov,41
Fulton,18-Nov,35
Fulton,19-Nov,31
Fulton,20-Nov,44
Fulton,21-Nov,34
Fulton,22-Nov,28
Fulton,23-Nov,41
Fulton,24-Nov,36
Fulton,25-Nov,35
Fulton,26-Nov,36
Fulton,27-Nov,41
Fulton,28-Nov,36
Fulton,29-Nov,33
Fulton,30-Nov,60
Fulton,1-Dec,50
Fulton,2-Dec,50
Fulton,3-Dec,42
Fulton,4-Dec,50
Fulton,5-Dec,30
Fulton,6-Dec,38
Fulton,7-Dec,54
Fulton,8-Dec,50
Fulton,9-Dec,50
Fulton,10-Dec,33
Fulton,11-Dec,43
Fulton,12-Dec,42
Fulton,13-Dec,43
Fulton,14-Dec,42
Fulton,15-Dec,42
Fulton,16-Dec,44
Fulton,17-Dec,28
Fulton,18-Dec,50
Fulton,19-Dec,35
Fulton,20-Dec,33
Fulton,21-Dec,39
Fulton,22-Dec,24
Fulton,23-Dec,25
Fulton,24-Dec,42
Fulton,25-Dec,18
Fulton,26-Dec,36
Fulton,27-Dec,31
Fulton,28-Dec,39
Fulton,29-Dec,28
Fulton,30-Dec,25
Fulton,31-Dec,20
Fulton,1-Jan,25
Fulton,2-Jan,32
Fulton,3-Jan,27
Fulton,4-Jan,29
Fulton,5-Jan,29
Fulton,6-Jan,28
Fulton,7-Jan,34
Fulton,8-Jan,20
Fulton,9-Jan,29
Fulton,10-Jan,18
Fulton,11-Jan,27
Fulton,12-Jan,14
Fulton,13-Jan,17
Fulton,14-Jan,5
Fulton,15-Jan,13
Fulton,16-Jan,2
Fulton,17-Jan,2
Gallia,1-Aug,0
Gallia,2-Aug,2
Gallia,3-Aug,1
Gallia,4-Aug,0
Gallia,5-Aug,3
Gallia,6-Aug,3
Gallia,7-Aug,3
Gallia,8-Aug,5
Gallia,9-Aug,3
Gallia,10-Aug,0
Gallia,11-Aug,2
Gallia,12-Aug,3
Gallia,13-Aug,12
Gallia,14-Aug,3
Gallia,15-Aug,4
Gallia,16-Aug,1
Gallia,17-Aug,0
Gallia,18-Aug,4
Gallia,19-Aug,5
Gallia,20-Aug,6
Gallia,21-Aug,8
Gallia,22-Aug,3
Gallia,23-Aug,2
Gallia,24-Aug,0
Gallia,25-Aug,4
Gallia,26-Aug,2
Gallia,27-Aug,5
Gallia,28-Aug,2
Gallia,29-Aug,2
Gallia,30-Aug,1
Gallia,31-Aug,2
Gallia,1-Sep,0
Gallia,2-Sep,0
Gallia,3-Sep,3
Gallia,4-Sep,3
Gallia,5-Sep,1
Gallia,6-Sep,3
Gallia,7-Sep,4
Gallia,8-Sep,1
Gallia,9-Sep,1
Gallia,10-Sep,2
Gallia,11-Sep,2
Gallia,12-Sep,0
Gallia,13-Sep,1
Gallia,14-Sep,1
Gallia,15-Sep,3
Gallia,16-Sep,1
Gallia,17-Sep,2
Gallia,18-Sep,1
Gallia,19-Sep,2
Gallia,20-Sep,4
Gallia,21-Sep,1
Gallia,22-Sep,1
Gallia,23-Sep,2
Gallia,24-Sep,5
Gallia,25-Sep,3
Gallia,26-Sep,9
Gallia,27-Sep,3
Gallia,28-Sep,3
Gallia,29-Sep,4
Gallia,30-Sep,3
Gallia,1-Oct,2
Gallia,2-Oct,5
Gallia,3-Oct,3
Gallia,4-Oct,2
Gallia,5-Oct,6
Gallia,6-Oct,2
Gallia,7-Oct,3
Gallia,8-Oct,2
Gallia,9-Oct,4
Gallia,10-Oct,2
Gallia,11-Oct,5
Gallia,12-Oct,4
Gallia,13-Oct,6
Gallia,14-Oct,5
Gallia,15-Oct,2
Gallia,16-Oct,2
Gallia,17-Oct,0
Gallia,18-Oct,6
Gallia,19-Oct,2
Gallia,20-Oct,11
Gallia,21-Oct,8
Gallia,22-Oct,5
Gallia,23-Oct,4
Gallia,24-Oct,3
Gallia,25-Oct,2
Gallia,26-Oct,3
Gallia,27-Oct,7
Gallia,28-Oct,3
Gallia,29-Oct,6
Gallia,30-Oct,4
Gallia,31-Oct,8
Gallia,1-Nov,17
Gallia,2-Nov,15
Gallia,3-Nov,14
Gallia,4-Nov,11
Gallia,5-Nov,13
Gallia,6-Nov,24
Gallia,7-Nov,7
Gallia,8-Nov,16
Gallia,9-Nov,15
Gallia,10-Nov,17
Gallia,11-Nov,25
Gallia,12-Nov,26
Gallia,13-Nov,21
Gallia,14-Nov,25
Gallia,15-Nov,22
Gallia,16-Nov,21
Gallia,17-Nov,25
Gallia,18-Nov,24
Gallia,19-Nov,26
Gallia,20-Nov,32
Gallia,21-Nov,25
Gallia,22-Nov,16
Gallia,23-Nov,24
Gallia,24-Nov,28
Gallia,25-Nov,20
Gallia,26-Nov,18
Gallia,27-Nov,20
Gallia,28-Nov,16
Gallia,29-Nov,30
Gallia,30-Nov,33
Gallia,1-Dec,41
Gallia,2-Dec,34
Gallia,3-Dec,29
Gallia,4-Dec,27
Gallia,5-Dec,22
Gallia,6-Dec,17
Gallia,7-Dec,45
Gallia,8-Dec,29
Gallia,9-Dec,37
Gallia,10-Dec,30
Gallia,11-Dec,31
Gallia,12-Dec,28
Gallia,13-Dec,26
Gallia,14-Dec,28
Gallia,15-Dec,28
Gallia,16-Dec,23
Gallia,17-Dec,13
Gallia,18-Dec,11
Gallia,19-Dec,20
Gallia,20-Dec,16
Gallia,21-Dec,20
Gallia,22-Dec,14
Gallia,23-Dec,22
Gallia,24-Dec,19
Gallia,25-Dec,10
Gallia,26-Dec,20
Gallia,27-Dec,30
Gallia,28-Dec,25
Gallia,29-Dec,20
Gallia,30-Dec,27
Gallia,31-Dec,5
Gallia,1-Jan,11
Gallia,2-Jan,20
Gallia,3-Jan,15
Gallia,4-Jan,15
Gallia,5-Jan,6
Gallia,6-Jan,9
Gallia,7-Jan,11
Gallia,8-Jan,14
Gallia,9-Jan,8
Gallia,10-Jan,9
Gallia,11-Jan,6
Gallia,12-Jan,6
Gallia,13-Jan,15
Gallia,14-Jan,5
Gallia,15-Jan,6
Gallia,16-Jan,9
Gallia,17-Jan,2
Geauga,1-Aug,1
Geauga,2-Aug,3
Geauga,3-Aug,4
Geauga,4-Aug,2
Geauga,5-Aug,1
Geauga,6-Aug,2
Geauga,7-Aug,2
Geauga,8-Aug,0
Geauga,9-Aug,5
Geauga,10-Aug,2
Geauga,11-Aug,2
Geauga,12-Aug,1
Geauga,13-Aug,2
Geauga,14-Aug,7
Geauga,15-Aug,2
Geauga,16-Aug,5
Geauga,17-Aug,1
Geauga,18-Aug,3
Geauga,19-Aug,1
Geauga,20-Aug,4
Geauga,21-Aug,1
Geauga,22-Aug,1
Geauga,23-Aug,2
Geauga,24-Aug,1
Geauga,25-Aug,6
Geauga,26-Aug,4
Geauga,27-Aug,4
Geauga,28-Aug,3
Geauga,29-Aug,5
Geauga,30-Aug,1
Geauga,31-Aug,7
Geauga,1-Sep,7
Geauga,2-Sep,11
Geauga,3-Sep,6
Geauga,4-Sep,3
Geauga,5-Sep,6
Geauga,6-Sep,1
Geauga,7-Sep,3
Geauga,8-Sep,7
Geauga,9-Sep,4
Geauga,10-Sep,6
Geauga,11-Sep,4
Geauga,12-Sep,2
Geauga,13-Sep,0
Geauga,14-Sep,6
Geauga,15-Sep,1
Geauga,16-Sep,5
Geauga,17-Sep,2
Geauga,18-Sep,1
Geauga,19-Sep,2
Geauga,20-Sep,0
Geauga,21-Sep,3
Geauga,22-Sep,4
Geauga,23-Sep,6
Geauga,24-Sep,5
Geauga,25-Sep,1
Geauga,26-Sep,3
Geauga,27-Sep,4
Geauga,28-Sep,6
Geauga,29-Sep,2
Geauga,30-Sep,3
Geauga,1-Oct,3
Geauga,2-Oct,4
Geauga,3-Oct,1
Geauga,4-Oct,1
Geauga,5-Oct,5
Geauga,6-Oct,3
Geauga,7-Oct,5
Geauga,8-Oct,2
Geauga,9-Oct,12
Geauga,10-Oct,8
Geauga,11-Oct,5
Geauga,12-Oct,13
Geauga,13-Oct,14
Geauga,14-Oct,9
Geauga,15-Oct,11
Geauga,16-Oct,8
Geauga,17-Oct,8
Geauga,18-Oct,9
Geauga,19-Oct,22
Geauga,20-Oct,11
Geauga,21-Oct,19
Geauga,22-Oct,11
Geauga,23-Oct,13
Geauga,24-Oct,14
Geauga,25-Oct,16
Geauga,26-Oct,20
Geauga,27-Oct,11
Geauga,28-Oct,23
Geauga,29-Oct,18
Geauga,30-Oct,15
Geauga,31-Oct,22
Geauga,1-Nov,17
Geauga,2-Nov,26
Geauga,3-Nov,22
Geauga,4-Nov,37
Geauga,5-Nov,59
Geauga,6-Nov,27
Geauga,7-Nov,36
Geauga,8-Nov,20
Geauga,9-Nov,56
Geauga,10-Nov,63
Geauga,11-Nov,53
Geauga,12-Nov,77
Geauga,13-Nov,55
Geauga,14-Nov,70
Geauga,15-Nov,40
Geauga,16-Nov,82
Geauga,17-Nov,67
Geauga,18-Nov,63
Geauga,19-Nov,60
Geauga,20-Nov,88
Geauga,21-Nov,49
Geauga,22-Nov,39
Geauga,23-Nov,100
Geauga,24-Nov,73
Geauga,25-Nov,97
Geauga,26-Nov,26
Geauga,27-Nov,85
Geauga,28-Nov,70
Geauga,29-Nov,69
Geauga,30-Nov,78
Geauga,1-Dec,62
Geauga,2-Dec,48
Geauga,3-Dec,48
Geauga,4-Dec,65
Geauga,5-Dec,58
Geauga,6-Dec,52
Geauga,7-Dec,75
Geauga,8-Dec,57
Geauga,9-Dec,58
Geauga,10-Dec,46
Geauga,11-Dec,44
Geauga,12-Dec,35
Geauga,13-Dec,32
Geauga,14-Dec,71
Geauga,15-Dec,56
Geauga,16-Dec,37
Geauga,17-Dec,29
Geauga,18-Dec,47
Geauga,19-Dec,19
Geauga,20-Dec,29
Geauga,21-Dec,42
Geauga,22-Dec,38
Geauga,23-Dec,37
Geauga,24-Dec,37
Geauga,25-Dec,17
Geauga,26-Dec,38
Geauga,27-Dec,45
Geauga,28-Dec,51
Geauga,29-Dec,44
Geauga,30-Dec,61
Geauga,31-Dec,46
Geauga,1-Jan,12
Geauga,2-Jan,37
Geauga,3-Jan,40
Geauga,4-Jan,79
Geauga,5-Jan,51
Geauga,6-Jan,39
Geauga,7-Jan,55
Geauga,8-Jan,41
Geauga,9-Jan,40
Geauga,10-Jan,26
Geauga,11-Jan,46
Geauga,12-Jan,44
Geauga,13-Jan,38
Geauga,14-Jan,43
Geauga,15-Jan,32
Geauga,16-Jan,21
Geauga,17-Jan,15
Greene,1-Aug,16
Greene,2-Aug,12
Greene,3-Aug,13
Greene,4-Aug,10
Greene,5-Aug,20
Greene,6-Aug,8
Greene,7-Aug,18
Greene,8-Aug,12
Greene,9-Aug,8
Greene,10-Aug,12
Greene,11-Aug,13
Greene,12-Aug,13
Greene,13-Aug,9
Greene,14-Aug,8
Greene,15-Aug,6
Greene,16-Aug,8
Greene,17-Aug,12
Greene,18-Aug,9
Greene,19-Aug,14
Greene,20-Aug,17
Greene,21-Aug,11
Greene,22-Aug,10
Greene,23-Aug,10
Greene,24-Aug,22
Greene,25-Aug,14
Greene,26-Aug,14
Greene,27-Aug,9
Greene,28-Aug,17
Greene,29-Aug,10
Greene,30-Aug,11
Greene,31-Aug,30
Greene,1-Sep,18
Greene,2-Sep,17
Greene,3-Sep,28
Greene,4-Sep,16
Greene,5-Sep,6
Greene,6-Sep,8
Greene,7-Sep,20
Greene,8-Sep,30
Greene,9-Sep,18
Greene,10-Sep,16
Greene,11-Sep,22
Greene,12-Sep,13
Greene,13-Sep,17
Greene,14-Sep,17
Greene,15-Sep,12
Greene,16-Sep,17
Greene,17-Sep,27
Greene,18-Sep,16
Greene,19-Sep,12
Greene,20-Sep,12
Greene,21-Sep,27
Greene,22-Sep,18
Greene,23-Sep,19
Greene,24-Sep,39
Greene,25-Sep,24
Greene,26-Sep,22
Greene,27-Sep,12
Greene,28-Sep,22
Greene,29-Sep,41
Greene,30-Sep,25
Greene,1-Oct,27
Greene,2-Oct,30
Greene,3-Oct,18
Greene,4-Oct,18
Greene,5-Oct,34
Greene,6-Oct,39
Greene,7-Oct,43
Greene,8-Oct,42
Greene,9-Oct,40
Greene,10-Oct,26
Greene,11-Oct,27
Greene,12-Oct,46
Greene,13-Oct,51
Greene,14-Oct,47
Greene,15-Oct,53
Greene,16-Oct,46
Greene,17-Oct,32
Greene,18-Oct,33
Greene,19-Oct,47
Greene,20-Oct,46
Greene,21-Oct,59
Greene,22-Oct,54
Greene,23-Oct,60
Greene,24-Oct,32
Greene,25-Oct,34
Greene,26-Oct,63
Greene,27-Oct,70
Greene,28-Oct,80
Greene,29-Oct,60
Greene,30-Oct,92
Greene,31-Oct,57
Greene,1-Nov,53
Greene,2-Nov,122
Greene,3-Nov,93
Greene,4-Nov,112
Greene,5-Nov,80
Greene,6-Nov,115
Greene,7-Nov,57
Greene,8-Nov,67
Greene,9-Nov,185
Greene,10-Nov,196
Greene,11-Nov,140
Greene,12-Nov,125
Greene,13-Nov,104
Greene,14-Nov,70
Greene,15-Nov,77
Greene,16-Nov,188
Greene,17-Nov,154
Greene,18-Nov,156
Greene,19-Nov,142
Greene,20-Nov,156
Greene,21-Nov,75
Greene,22-Nov,74
Greene,23-Nov,186
Greene,24-Nov,132
Greene,25-Nov,141
Greene,26-Nov,27
Greene,27-Nov,90
Greene,28-Nov,75
Greene,29-Nov,90
Greene,30-Nov,177
Greene,1-Dec,163
Greene,2-Dec,158
Greene,3-Dec,129
Greene,4-Dec,173
Greene,5-Dec,92
Greene,6-Dec,97
Greene,7-Dec,170
Greene,8-Dec,150
Greene,9-Dec,136
Greene,10-Dec,126
Greene,11-Dec,125
Greene,12-Dec,83
Greene,13-Dec,63
Greene,14-Dec,167
Greene,15-Dec,121
Greene,16-Dec,99
Greene,17-Dec,97
Greene,18-Dec,116
Greene,19-Dec,79
Greene,20-Dec,62
Greene,21-Dec,145
Greene,22-Dec,76
Greene,23-Dec,87
Greene,24-Dec,66
Greene,25-Dec,14
Greene,26-Dec,93
Greene,27-Dec,67
Greene,28-Dec,179
Greene,29-Dec,146
Greene,30-Dec,143
Greene,31-Dec,121
Greene,1-Jan,47
Greene,2-Jan,99
Greene,3-Jan,88
Greene,4-Jan,199
Greene,5-Jan,145
Greene,6-Jan,122
Greene,7-Jan,106
Greene,8-Jan,100
Greene,9-Jan,76
Greene,10-Jan,78
Greene,11-Jan,139
Greene,12-Jan,111
Greene,13-Jan,94
Greene,14-Jan,82
Greene,15-Jan,79
Greene,16-Jan,19
Greene,17-Jan,9
Guernsey,1-Aug,3
Guernsey,2-Aug,0
Guernsey,3-Aug,2
Guernsey,4-Aug,1
Guernsey,5-Aug,1
Guernsey,6-Aug,0
Guernsey,7-Aug,0
Guernsey,8-Aug,1
Guernsey,9-Aug,0
Guernsey,10-Aug,1
Guernsey,11-Aug,1
Guernsey,12-Aug,0
Guernsey,13-Aug,0
Guernsey,14-Aug,1
Guernsey,15-Aug,0
Guernsey,16-Aug,0
Guernsey,17-Aug,0
Guernsey,18-Aug,1
Guernsey,19-Aug,0
Guernsey,20-Aug,1
Guernsey,21-Aug,0
Guernsey,22-Aug,0
Guernsey,23-Aug,0
Guernsey,24-Aug,1
Guernsey,25-Aug,0
Guernsey,26-Aug,1
Guernsey,27-Aug,1
Guernsey,28-Aug,0
Guernsey,29-Aug,0
Guernsey,30-Aug,3
Guernsey,31-Aug,1
Guernsey,1-Sep,1
Guernsey,2-Sep,4
Guernsey,3-Sep,0
Guernsey,4-Sep,0
Guernsey,5-Sep,1
Guernsey,6-Sep,1
Guernsey,7-Sep,0
Guernsey,8-Sep,2
Guernsey,9-Sep,2
Guernsey,10-Sep,2
Guernsey,11-Sep,0
Guernsey,12-Sep,1
Guernsey,13-Sep,2
Guernsey,14-Sep,0
Guernsey,15-Sep,2
Guernsey,16-Sep,1
Guernsey,17-Sep,3
Guernsey,18-Sep,3
Guernsey,19-Sep,3
Guernsey,20-Sep,0
Guernsey,21-Sep,4
Guernsey,22-Sep,2
Guernsey,23-Sep,6
Guernsey,24-Sep,0
Guernsey,25-Sep,0
Guernsey,26-Sep,1
Guernsey,27-Sep,5
Guernsey,28-Sep,2
Guernsey,29-Sep,2
Guernsey,30-Sep,0
Guernsey,1-Oct,3
Guernsey,2-Oct,10
Guernsey,3-Oct,2
Guernsey,4-Oct,4
Guernsey,5-Oct,6
Guernsey,6-Oct,7
Guernsey,7-Oct,6
Guernsey,8-Oct,11
Guernsey,9-Oct,11
Guernsey,10-Oct,6
Guernsey,11-Oct,7
Guernsey,12-Oct,8
Guernsey,13-Oct,4
Guernsey,14-Oct,11
Guernsey,15-Oct,7
Guernsey,16-Oct,14
Guernsey,17-Oct,6
Guernsey,18-Oct,15
Guernsey,19-Oct,12
Guernsey,20-Oct,23
Guernsey,21-Oct,11
Guernsey,22-Oct,9
Guernsey,23-Oct,16
Guernsey,24-Oct,11
Guernsey,25-Oct,11
Guernsey,26-Oct,18
Guernsey,27-Oct,12
Guernsey,28-Oct,17
Guernsey,29-Oct,10
Guernsey,30-Oct,8
Guernsey,31-Oct,8
Guernsey,1-Nov,13
Guernsey,2-Nov,17
Guernsey,3-Nov,14
Guernsey,4-Nov,16
Guernsey,5-Nov,13
Guernsey,6-Nov,17
Guernsey,7-Nov,16
Guernsey,8-Nov,21
Guernsey,9-Nov,21
Guernsey,10-Nov,28
Guernsey,11-Nov,22
Guernsey,12-Nov,21
Guernsey,13-Nov,31
Guernsey,14-Nov,16
Guernsey,15-Nov,20
Guernsey,16-Nov,37
Guernsey,17-Nov,28
Guernsey,18-Nov,35
Guernsey,19-Nov,33
Guernsey,20-Nov,26
Guernsey,21-Nov,31
Guernsey,22-Nov,29
Guernsey,23-Nov,51
Guernsey,24-Nov,30
Guernsey,25-Nov,33
Guernsey,26-Nov,23
Guernsey,27-Nov,31
Guernsey,28-Nov,40
Guernsey,29-Nov,30
Guernsey,30-Nov,38
Guernsey,1-Dec,31
Guernsey,2-Dec,29
Guernsey,3-Dec,28
Guernsey,4-Dec,45
Guernsey,5-Dec,30
Guernsey,6-Dec,28
Guernsey,7-Dec,48
Guernsey,8-Dec,29
Guernsey,9-Dec,30
Guernsey,10-Dec,22
Guernsey,11-Dec,27
Guernsey,12-Dec,21
Guernsey,13-Dec,16
Guernsey,14-Dec,42
Guernsey,15-Dec,13
Guernsey,16-Dec,45
Guernsey,17-Dec,19
Guernsey,18-Dec,21
Guernsey,19-Dec,24
Guernsey,20-Dec,21
Guernsey,21-Dec,53
Guernsey,22-Dec,21
Guernsey,23-Dec,15
Guernsey,24-Dec,11
Guernsey,25-Dec,10
Guernsey,26-Dec,22
Guernsey,27-Dec,12
Guernsey,28-Dec,26
Guernsey,29-Dec,23
Guernsey,30-Dec,21
Guernsey,31-Dec,17
Guernsey,1-Jan,17
Guernsey,2-Jan,36
Guernsey,3-Jan,20
Guernsey,4-Jan,48
Guernsey,5-Jan,18
Guernsey,6-Jan,37
Guernsey,7-Jan,17
Guernsey,8-Jan,19
Guernsey,9-Jan,14
Guernsey,10-Jan,8
Guernsey,11-Jan,19
Guernsey,12-Jan,13
Guernsey,13-Jan,18
Guernsey,14-Jan,22
Guernsey,15-Jan,13
Guernsey,16-Jan,8
Guernsey,17-Jan,7
Hamilton,1-Aug,69
Hamilton,2-Aug,53
Hamilton,3-Aug,85
Hamilton,4-Aug,81
Hamilton,5-Aug,77
Hamilton,6-Aug,59
Hamilton,7-Aug,83
Hamilton,8-Aug,50
Hamilton,9-Aug,62
Hamilton,10-Aug,96
Hamilton,11-Aug,75
Hamilton,12-Aug,88
Hamilton,13-Aug,69
Hamilton,14-Aug,42
Hamilton,15-Aug,32
Hamilton,16-Aug,39
Hamilton,17-Aug,74
Hamilton,18-Aug,47
Hamilton,19-Aug,44
Hamilton,20-Aug,62
Hamilton,21-Aug,71
Hamilton,22-Aug,53
Hamilton,23-Aug,55
Hamilton,24-Aug,125
Hamilton,25-Aug,118
Hamilton,26-Aug,109
Hamilton,27-Aug,111
Hamilton,28-Aug,69
Hamilton,29-Aug,48
Hamilton,30-Aug,47
Hamilton,31-Aug,100
Hamilton,1-Sep,92
Hamilton,2-Sep,85
Hamilton,3-Sep,94
Hamilton,4-Sep,87
Hamilton,5-Sep,50
Hamilton,6-Sep,49
Hamilton,7-Sep,59
Hamilton,8-Sep,96
Hamilton,9-Sep,95
Hamilton,10-Sep,79
Hamilton,11-Sep,88
Hamilton,12-Sep,63
Hamilton,13-Sep,50
Hamilton,14-Sep,90
Hamilton,15-Sep,81
Hamilton,16-Sep,73
Hamilton,17-Sep,63
Hamilton,18-Sep,80
Hamilton,19-Sep,48
Hamilton,20-Sep,52
Hamilton,21-Sep,70
Hamilton,22-Sep,84
Hamilton,23-Sep,95
Hamilton,24-Sep,75
Hamilton,25-Sep,90
Hamilton,26-Sep,58
Hamilton,27-Sep,63
Hamilton,28-Sep,115
Hamilton,29-Sep,110
Hamilton,30-Sep,99
Hamilton,1-Oct,98
Hamilton,2-Oct,118
Hamilton,3-Oct,105
Hamilton,4-Oct,100
Hamilton,5-Oct,180
Hamilton,6-Oct,182
Hamilton,7-Oct,166
Hamilton,8-Oct,156
Hamilton,9-Oct,172
Hamilton,10-Oct,112
Hamilton,11-Oct,98
Hamilton,12-Oct,218
Hamilton,13-Oct,266
Hamilton,14-Oct,201
Hamilton,15-Oct,192
Hamilton,16-Oct,209
Hamilton,17-Oct,138
Hamilton,18-Oct,149
Hamilton,19-Oct,270
Hamilton,20-Oct,263
Hamilton,21-Oct,270
Hamilton,22-Oct,259
Hamilton,23-Oct,229
Hamilton,24-Oct,153
Hamilton,25-Oct,157
Hamilton,26-Oct,301
Hamilton,27-Oct,309
Hamilton,28-Oct,322
Hamilton,29-Oct,298
Hamilton,30-Oct,314
Hamilton,31-Oct,239
Hamilton,1-Nov,235
Hamilton,2-Nov,440
Hamilton,3-Nov,438
Hamilton,4-Nov,490
Hamilton,5-Nov,487
Hamilton,6-Nov,526
Hamilton,7-Nov,315
Hamilton,8-Nov,363
Hamilton,9-Nov,662
Hamilton,10-Nov,598
Hamilton,11-Nov,644
Hamilton,12-Nov,612
Hamilton,13-Nov,611
Hamilton,14-Nov,399
Hamilton,15-Nov,361
Hamilton,16-Nov,748
Hamilton,17-Nov,648
Hamilton,18-Nov,639
Hamilton,19-Nov,676
Hamilton,20-Nov,544
Hamilton,21-Nov,412
Hamilton,22-Nov,438
Hamilton,23-Nov,797
Hamilton,24-Nov,758
Hamilton,25-Nov,730
Hamilton,26-Nov,177
Hamilton,27-Nov,666
Hamilton,28-Nov,479
Hamilton,29-Nov,468
Hamilton,30-Nov,971
Hamilton,1-Dec,819
Hamilton,2-Dec,743
Hamilton,3-Dec,727
Hamilton,4-Dec,714
Hamilton,5-Dec,470
Hamilton,6-Dec,404
Hamilton,7-Dec,820
Hamilton,8-Dec,776
Hamilton,9-Dec,617
Hamilton,10-Dec,623
Hamilton,11-Dec,621
Hamilton,12-Dec,414
Hamilton,13-Dec,351
Hamilton,14-Dec,760
Hamilton,15-Dec,705
Hamilton,16-Dec,579
Hamilton,17-Dec,550
Hamilton,18-Dec,497
Hamilton,19-Dec,343
Hamilton,20-Dec,296
Hamilton,21-Dec,670
Hamilton,22-Dec,543
Hamilton,23-Dec,467
Hamilton,24-Dec,348
Hamilton,25-Dec,138
Hamilton,26-Dec,389
Hamilton,27-Dec,382
Hamilton,28-Dec,763
Hamilton,29-Dec,589
Hamilton,30-Dec,596
Hamilton,31-Dec,448
Hamilton,1-Jan,189
Hamilton,2-Jan,439
Hamilton,3-Jan,366
Hamilton,4-Jan,873
Hamilton,5-Jan,759
Hamilton,6-Jan,567
Hamilton,7-Jan,590
Hamilton,8-Jan,550
Hamilton,9-Jan,336
Hamilton,10-Jan,275
Hamilton,11-Jan,595
Hamilton,12-Jan,532
Hamilton,13-Jan,464
Hamilton,14-Jan,477
Hamilton,15-Jan,397
Hamilton,16-Jan,111
Hamilton,17-Jan,49
Hancock,1-Aug,2
Hancock,2-Aug,8
Hancock,3-Aug,9
Hancock,4-Aug,14
Hancock,5-Aug,14
Hancock,6-Aug,2
Hancock,7-Aug,4
Hancock,8-Aug,8
Hancock,9-Aug,5
Hancock,10-Aug,10
Hancock,11-Aug,10
Hancock,12-Aug,8
Hancock,13-Aug,5
Hancock,14-Aug,6
Hancock,15-Aug,4
Hancock,16-Aug,5
Hancock,17-Aug,2
Hancock,18-Aug,7
Hancock,19-Aug,12
Hancock,20-Aug,8
Hancock,21-Aug,3
Hancock,22-Aug,4
Hancock,23-Aug,6
Hancock,24-Aug,11
Hancock,25-Aug,5
Hancock,26-Aug,1
Hancock,27-Aug,7
Hancock,28-Aug,9
Hancock,29-Aug,4
Hancock,30-Aug,7
Hancock,31-Aug,10
Hancock,1-Sep,9
Hancock,2-Sep,8
Hancock,3-Sep,7
Hancock,4-Sep,7
Hancock,5-Sep,6
Hancock,6-Sep,4
Hancock,7-Sep,7
Hancock,8-Sep,7
Hancock,9-Sep,8
Hancock,10-Sep,5
Hancock,11-Sep,9
Hancock,12-Sep,3
Hancock,13-Sep,3
Hancock,14-Sep,10
Hancock,15-Sep,7
Hancock,16-Sep,14
Hancock,17-Sep,4
Hancock,18-Sep,6
Hancock,19-Sep,2
Hancock,20-Sep,5
Hancock,21-Sep,11
Hancock,22-Sep,12
Hancock,23-Sep,17
Hancock,24-Sep,12
Hancock,25-Sep,9
Hancock,26-Sep,7
Hancock,27-Sep,4
Hancock,28-Sep,16
Hancock,29-Sep,11
Hancock,30-Sep,12
Hancock,1-Oct,6
Hancock,2-Oct,7
Hancock,3-Oct,4
Hancock,4-Oct,8
Hancock,5-Oct,32
Hancock,6-Oct,11
Hancock,7-Oct,13
Hancock,8-Oct,9
Hancock,9-Oct,11
Hancock,10-Oct,10
Hancock,11-Oct,13
Hancock,12-Oct,28
Hancock,13-Oct,15
Hancock,14-Oct,30
Hancock,15-Oct,27
Hancock,16-Oct,12
Hancock,17-Oct,9
Hancock,18-Oct,14
Hancock,19-Oct,23
Hancock,20-Oct,20
Hancock,21-Oct,23
Hancock,22-Oct,45
Hancock,23-Oct,27
Hancock,24-Oct,20
Hancock,25-Oct,21
Hancock,26-Oct,30
Hancock,27-Oct,21
Hancock,28-Oct,33
Hancock,29-Oct,32
Hancock,30-Oct,29
Hancock,31-Oct,24
Hancock,1-Nov,40
Hancock,2-Nov,42
Hancock,3-Nov,51
Hancock,4-Nov,67
Hancock,5-Nov,45
Hancock,6-Nov,43
Hancock,7-Nov,37
Hancock,8-Nov,41
Hancock,9-Nov,70
Hancock,10-Nov,56
Hancock,11-Nov,78
Hancock,12-Nov,63
Hancock,13-Nov,53
Hancock,14-Nov,48
Hancock,15-Nov,33
Hancock,16-Nov,73
Hancock,17-Nov,75
Hancock,18-Nov,45
Hancock,19-Nov,65
Hancock,20-Nov,64
Hancock,21-Nov,48
Hancock,22-Nov,47
Hancock,23-Nov,63
Hancock,24-Nov,59
Hancock,25-Nov,65
Hancock,26-Nov,27
Hancock,27-Nov,47
Hancock,28-Nov,60
Hancock,29-Nov,44
Hancock,30-Nov,107
Hancock,1-Dec,87
Hancock,2-Dec,73
Hancock,3-Dec,78
Hancock,4-Dec,64
Hancock,5-Dec,47
Hancock,6-Dec,52
Hancock,7-Dec,66
Hancock,8-Dec,60
Hancock,9-Dec,47
Hancock,10-Dec,49
Hancock,11-Dec,76
Hancock,12-Dec,42
Hancock,13-Dec,36
Hancock,14-Dec,73
Hancock,15-Dec,67
Hancock,16-Dec,47
Hancock,17-Dec,55
